"Token","Count","Number of Dialogue Acts","Total Acts"
"screwed",12,11,174291
"traction",12,11,174291
"miserable",12,11,174291
"bug",12,10,174291
"presidential",12,12,174291
"tuna",12,12,174291
"stove",12,12,174291
"response",12,11,174291
"protective",13,13,174291
"root",13,13,174291
"worker",13,13,174291
"element",13,13,174291
"lifestyle",13,11,174291
"bait",13,10,174291
"strawberries",13,13,174291
"bark",13,10,174291
"renting",13,13,174291
"eve",13,11,174291
"envelope",13,10,174291
"dial",13,12,174291
"ad",13,13,174291
"sites",13,13,174291
"fox",13,13,174291
"mo",13,7,174291
"author",13,12,174291
"convenience",13,11,174291
"ri",13,3,174291
"tv",13,12,174291
"wo",13,8,174291
"continued",13,10,174291
"factory",13,12,174291
"ounce",13,10,174291
"freshman",13,13,174291
"pacific",13,13,174291
"carter",13,13,174291
"accounting",13,12,174291
"aggravating",13,13,174291
"reverse",13,13,174291
"deals",13,13,174291
"advantages",13,13,174291
"drastically",13,11,174291
"vision",13,12,174291
"guidelines",13,11,174291
"kids'",13,13,174291
"periods",13,13,174291
"reaction",13,12,174291
"nobody's",13,11,174291
"airport",13,13,174291
"shorter",13,12,174291
"fathers",13,11,174291
"lifetime",13,13,174291
"watches",13,13,174291
"screaming",13,13,174291
"purely",13,12,174291
"elaborate",13,13,174291
"vans",13,12,174291
"vary",13,13,174291
"laughing",13,11,174291
"athlete",13,13,174291
"hilarious",13,13,174291
"sister's",13,12,174291
"led",13,13,174291
"lousy",13,13,174291
"log",13,13,174291
"clip",13,12,174291
"mike",13,12,174291
"chuck",13,13,174291
"convert",13,13,174291
"mex",13,12,174291
"failed",13,13,174291
"interstate",13,13,174291
"refuse",13,12,174291
"realistically",13,10,174291
"models",13,13,174291
"string",13,13,174291
"determined",13,12,174291
"whiz",13,13,174291
"tournaments",13,13,174291
"proposal",13,13,174291
"streams",13,10,174291
"sexual",13,12,174291
"allowing",13,12,174291
"rides",13,13,174291
"pat",13,13,174291
"garlic",13,13,174291
"pre",13,12,174291
"eighth",13,11,174291
"dedicated",13,12,174291
"rental",13,13,174291
"operating",13,12,174291
"membership",13,13,174291
"institute",13,13,174291
"muscles",13,12,174291
"mound",13,13,174291
"slice",13,13,174291
"physics",13,12,174291
"patient",13,12,174291
"sam",13,13,174291
"flute",13,12,174291
"smooth",13,12,174291
"tee",13,12,174291
"professors",13,13,174291
"ton",13,13,174291
"warmer",13,13,174291
"garth",13,13,174291
"randomly",13,12,174291
"bloom",13,13,174291
"embarrassed",13,12,174291
"execute",13,13,174291
"aunts",13,13,174291
"exists",13,13,174291
"hunter",13,12,174291
"chevrolet",13,13,174291
"progressive",13,13,174291
"individually",13,13,174291
"highways",13,11,174291
"rank",13,13,174291
"relationships",13,12,174291
"sees",13,13,174291
"housekeeping",13,13,174291
"semi",13,12,174291
"audience",13,13,174291
"ruined",13,13,174291
"novel",13,13,174291
"picnic",13,13,174291
"alright",13,13,174291
"equally",13,13,174291
"combat",13,13,174291
"marry",13,13,174291
"rifles",13,12,174291
"styles",13,12,174291
"needing",13,13,174291
"initially",13,13,174291
"grandson",13,12,174291
"attraction",13,12,174291
"tougher",13,12,174291
"dryer",13,12,174291
"wears",13,13,174291
"laboratory",13,13,174291
"competing",13,13,174291
"doctorate",13,13,174291
"fortune",13,13,174291
"sporting",13,13,174291
"kilometers",13,12,174291
"severely",13,12,174291
"billion",13,13,174291
"cotton",13,13,174291
"candy",13,12,174291
"blues",13,13,174291
"backed",13,13,174291
"offenders",13,13,174291
"bachelor's",13,12,174291
"personnel",13,13,174291
"poorer",13,11,174291
"realizing",13,13,174291
"spanked",13,10,174291
"hardware",13,13,174291
"eats",13,13,174291
"regarding",13,13,174291
"discount",13,12,174291
"recognition",13,12,174291
"sections",13,12,174291
"deductible",13,11,174291
"leading",13,13,174291
"forest",13,12,174291
"rico",13,13,174291
"relaxed",13,12,174291
"employers",13,12,174291
"heating",13,12,174291
"brian",13,12,174291
"toxic",13,12,174291
"brief",13,13,174291
"phoenix",13,13,174291
"conference",13,12,174291
"oaks",13,13,174291
"method",13,13,174291
"sunny",13,13,174291
"accord",13,13,174291
"theft",13,13,174291
"infant",13,12,174291
"monitor",13,13,174291
"liters",13,9,174291
"longest",13,12,174291
"sore",13,13,174291
"fashioned",13,12,174291
"counselor",13,13,174291
"broadcast",13,11,174291
"span",13,12,174291
"statements",13,11,174291
"rating",13,12,174291
"anyways",13,12,174291
"crying",13,13,174291
"humane",13,13,174291
"cartons",13,13,174291
"scholarships",13,13,174291
"suggest",13,12,174291
"filter",13,13,174291
"alarm",13,12,174291
"3",14,1,174291
"pink",14,14,174291
"pipe",14,14,174291
"picks",14,13,174291
"carefully",14,13,174291
"borrow",14,14,174291
"billions",14,11,174291
"gorbachev",14,13,174291
"progress",14,13,174291
"convince",14,12,174291
"ear",14,12,174291
"juice",14,13,174291
"america's",14,14,174291
"egg",14,13,174291
"typewriter",14,14,174291
"voter",14,13,174291
"scare",14,14,174291
"ho",14,11,174291
"sufficient",14,14,174291
"locked",14,14,174291
"bricks",14,14,174291
"purchases",14,14,174291
"snake",14,14,174291
"styrofoam",14,12,174291
"counting",14,14,174291
"steaks",14,13,174291
"universities",14,14,174291
"hum",14,14,174291
"british",14,13,174291
"civic",14,14,174291
"customers",14,13,174291
"adjust",14,13,174291
"false",14,13,174291
"cycle",14,14,174291
"purdue",14,12,174291
"experiment",14,14,174291
"lap",14,14,174291
"leg",14,14,174291
"networks",14,13,174291
"lie",14,14,174291
"nurses",14,13,174291
"zone",14,11,174291
"injuries",14,12,174291
"detail",14,14,174291
"net",14,13,174291
"freezing",14,14,174291
"non",14,13,174291
"canyon",14,13,174291
"pontiac",14,14,174291
"cardboard",14,12,174291
"recreation",14,14,174291
"cabin",14,13,174291
"connected",14,14,174291
"weather's",14,14,174291
"coke",14,14,174291
"resource",14,14,174291
"headline",14,14,174291
"psychology",14,14,174291
"escape",14,13,174291
"budgets",14,13,174291
"phones",14,13,174291
"leadership",14,14,174291
"experienced",14,13,174291
"invade",14,13,174291
"indians",14,14,174291
"stitching",14,13,174291
"rat",14,14,174291
"practicing",14,14,174291
"moves",14,14,174291
"rib",14,14,174291
"rip",14,14,174291
"relations",14,13,174291
"bond",14,13,174291
"anxious",14,14,174291
"salaries",14,14,174291
"conversion",14,13,174291
"secretary",14,14,174291
"films",14,14,174291
"balls",14,14,174291
"tea",14,14,174291
"haul",14,14,174291
"owns",14,11,174291
"blows",14,14,174291
"ultimate",14,13,174291
"stack",14,13,174291
"grant",14,13,174291
"cure",14,14,174291
"worn",14,14,174291
"notes",14,12,174291
"accomplish",14,13,174291
"airplane",14,12,174291
"developing",14,14,174291
"priorities",14,12,174291
"wha",14,2,174291
"literature",14,12,174291
"suspenseful",14,13,174291
"brain",14,13,174291
"tyler",14,14,174291
"returned",14,14,174291
"buff",14,14,174291
"adopted",14,13,174291
"kittens",14,14,174291
"supreme",14,13,174291
"terrific",14,13,174291
"killer",14,13,174291
"advise",14,14,174291
"ratio",14,13,174291
"broccoli",14,13,174291
"rings",14,13,174291
"metroplex",14,14,174291
"challenging",14,14,174291
"rely",14,14,174291
"nancy",14,14,174291
"justify",14,14,174291
"router",14,13,174291
"avid",14,14,174291
"spends",14,13,174291
"rebuild",14,14,174291
"destroyed",14,14,174291
"supper",14,14,174291
"exhausted",14,13,174291
"inspection",14,14,174291
"jesus",14,13,174291
"skin",14,14,174291
"goals",14,14,174291
"selecting",14,14,174291
"gift",14,12,174291
"cheers",14,14,174291
"boats",14,14,174291
"follows",14,11,174291
"allows",14,13,174291
"homeless",14,13,174291
"exercises",14,12,174291
"damn",14,12,174291
"recyclable",14,14,174291
"utilities",14,14,174291
"birth",14,14,174291
"loving",14,12,174291
"a's",14,6,174291
"senator",14,13,174291
"actions",14,12,174291
"artist",14,14,174291
"jugs",14,12,174291
"classics",14,14,174291
"hurry",14,12,174291
"inclined",14,14,174291
"hose",14,14,174291
"designing",14,14,174291
"alaska",14,11,174291
"register",14,14,174291
"exchange",14,13,174291
"fisher",14,13,174291
"leader",14,14,174291
"seldom",14,14,174291
"battle",14,14,174291
"capable",14,14,174291
"finishing",14,14,174291
"ripped",14,14,174291
"closest",14,14,174291
"counts",14,13,174291
"award",14,11,174291
"rome",15,14,174291
"cow",15,15,174291
"worries",15,15,174291
"reporter",15,14,174291
"premeditated",15,15,174291
"relax",15,14,174291
"status",15,14,174291
"scattered",15,15,174291
"highest",15,15,174291
"oldsmobile",15,15,174291
"separated",15,14,174291
"contractor",15,13,174291
"dealership",15,15,174291
"handguns",15,14,174291
"communism",15,15,174291
"estate",15,15,174291
"tornado",15,13,174291
"di",15,6,174291
"sh",15,9,174291
"sv",15,11,174291
"loaded",15,13,174291
"bankrupt",15,15,174291
"troops",15,14,174291
"churches",15,14,174291
"discussing",15,15,174291
"winters",15,13,174291
"convict",15,15,174291
"religion",15,15,174291
"applications",15,15,174291
"lazy",15,14,174291
"melt",15,14,174291
"suburbs",15,15,174291
"powerful",15,15,174291
"jimmy",15,15,174291
"joe",15,13,174291
"basics",15,14,174291
"promote",15,15,174291
"southwest",15,15,174291
"cowboy",15,15,174291
"mention",15,15,174291
"max",15,14,174291
"associated",15,15,174291
"patio",15,15,174291
"lotus",15,14,174291
"chunk",15,15,174291
"builds",15,15,174291
"supported",15,12,174291
"grandma",15,14,174291
"whip",15,14,174291
"competitive",15,15,174291
"blew",15,15,174291
"george",15,15,174291
"trout",15,13,174291
"nope",15,15,174291
"core",15,15,174291
"ending",15,14,174291
"remove",15,15,174291
"meetings",15,14,174291
"hysterical",15,15,174291
"followed",15,14,174291
"taurus",15,15,174291
"gangs",15,15,174291
"rifle",15,15,174291
"crab",15,15,174291
"guilt",15,15,174291
"man's",15,15,174291
"corruption",15,15,174291
"vice",15,15,174291
"mood",15,15,174291
"accounts",15,14,174291
"habits",15,15,174291
"switched",15,14,174291
"advanced",15,15,174291
"medication",15,14,174291
"democrat",15,14,174291
"ranch",15,12,174291
"review",15,15,174291
"digging",15,15,174291
"tex",15,14,174291
"frankly",15,15,174291
"toy",15,15,174291
"tub",15,15,174291
"purple",15,13,174291
"dolls",15,13,174291
"blown",15,15,174291
"latex",15,14,174291
"ignore",15,15,174291
"preparing",15,15,174291
"lawns",15,14,174291
"gang",15,15,174291
"former",15,13,174291
"checkbook",15,15,174291
"tooth",15,10,174291
"emissions",15,15,174291
"reasonably",15,14,174291
"skied",15,15,174291
"ties",15,14,174291
"canal",15,14,174291
"layer",15,15,174291
"vietnamese",15,13,174291
"bases",15,15,174291
"indeed",15,14,174291
"guitar",15,14,174291
"hiking",15,14,174291
"colored",15,14,174291
"connecticut",15,15,174291
"overnight",15,15,174291
"jerry",15,15,174291
"satisfaction",15,15,174291
"removed",15,14,174291
"redo",15,13,174291
"application",15,15,174291
"demand",15,15,174291
"blacks",15,15,174291
"knees",15,13,174291
"restrictions",15,15,174291
"dumping",15,12,174291
"persian",15,14,174291
"wheels",15,15,174291
"roast",15,14,174291
"biking",15,15,174291
"opening",15,14,174291
"puerto",15,15,174291
"conversations",15,14,174291
"ears",15,14,174291
"path",15,15,174291
"adding",15,14,174291
"orange",15,14,174291
"incredibly",15,15,174291
"shotgun",15,15,174291
"hungry",15,14,174291
"release",15,13,174291
"wives",15,14,174291
"holiday",15,15,174291
"nasty",15,15,174291
"struggling",15,15,174291
"orlando",15,15,174291
"eagle",15,15,174291
"alternate",15,14,174291
"encouraging",15,15,174291
"vermont",15,15,174291
"buses",15,11,174291
"handgun",15,13,174291
"darn",15,14,174291
"volleyball",15,13,174291
"kicked",15,14,174291
"costner",15,14,174291
"iran",15,15,174291
"permanent",15,14,174291
"compete",15,15,174291
"tennessee",15,15,174291
"fits",15,14,174291
"horses",15,15,174291
"packages",15,15,174291
"heels",15,15,174291
"deck",15,13,174291
"lemon",15,14,174291
"frustrated",15,14,174291
"modem",15,15,174291
"trends",15,13,174291
"closely",15,14,174291
"deciding",15,15,174291
"cancel",16,15,174291
"costing",16,16,174291
"quarters",16,16,174291
"protection",16,16,174291
"cup",16,13,174291
"celery",16,15,174291
"domestic",16,14,174291
"kevin",16,15,174291
"partly",16,15,174291
"strip",16,14,174291
"released",16,16,174291
"alzheimer's",16,16,174291
"mass",16,15,174291
"foundation",16,15,174291
"awfully",16,16,174291
"features",16,16,174291
"arabia",16,15,174291
"de",16,14,174291
"ju",16,6,174291
"li",16,9,174291
"disk",16,15,174291
"bridge",16,16,174291
"april",16,16,174291
"governments",16,15,174291
"russian",16,16,174291
"mom's",16,16,174291
"crowded",16,16,174291
"debts",16,14,174291
"dealt",16,15,174291
"reached",16,15,174291
"menu",16,15,174291
"cigarettes",16,15,174291
"pork",16,15,174291
"aggressive",16,16,174291
"crochet",16,16,174291
"productive",16,14,174291
"there're",16,15,174291
"bermuda",16,15,174291
"feeding",16,14,174291
"ticket",16,15,174291
"handling",16,15,174291
"flour",16,14,174291
"lets",16,13,174291
"legislation",16,16,174291
"saturdays",16,16,174291
"cooler",16,16,174291
"solar",16,15,174291
"pros",16,16,174291
"mild",16,16,174291
"touched",16,16,174291
"laundry",16,15,174291
"danger",16,16,174291
"frozen",16,16,174291
"suffering",16,15,174291
"solutions",16,16,174291
"continental",16,16,174291
"academy",16,16,174291
"nor",16,15,174291
"tomato",16,15,174291
"oak",16,16,174291
"chosen",16,15,174291
"argentina",16,16,174291
"nose",16,15,174291
"tuesday",16,16,174291
"baked",16,16,174291
"scenes",16,16,174291
"smith",16,16,174291
"democrats",16,16,174291
"tank",16,16,174291
"dependent",16,15,174291
"nursery",16,16,174291
"family's",16,16,174291
"hiring",16,16,174291
"brother's",16,16,174291
"trunk",16,16,174291
"'cause",16,15,174291
"unfair",16,16,174291
"sky",16,15,174291
"constant",16,16,174291
"unreal",16,16,174291
"token",16,15,174291
"february",16,16,174291
"technically",16,14,174291
"cliff",16,15,174291
"thi",16,6,174291
"obvious",16,15,174291
"november",16,15,174291
"how's",16,15,174291
"pressed",16,16,174291
"environmental",16,16,174291
"stars",16,15,174291
"sam's",16,16,174291
"wednesday",16,15,174291
"bred",16,16,174291
"drawing",16,15,174291
"surprise",16,14,174291
"murdered",16,14,174291
"biased",16,15,174291
"shade",16,16,174291
"slightly",16,15,174291
"requirement",16,15,174291
"climate",16,14,174291
"success",16,16,174291
"authority",16,16,174291
"miniature",16,16,174291
"fired",16,16,174291
"cassette",16,16,174291
"boating",16,16,174291
"phenomenal",16,16,174291
"virtually",16,16,174291
"curriculum",16,15,174291
"shed",16,16,174291
"debate",16,16,174291
"pizza",16,14,174291
"afternoons",16,16,174291
"director",16,16,174291
"stereo",16,15,174291
"comfort",16,16,174291
"scores",16,15,174291
"object",16,16,174291
"industries",16,16,174291
"principal",16,16,174291
"saddam",16,15,174291
"tremendously",16,16,174291
"historical",16,16,174291
"sailing",16,15,174291
"absolute",16,16,174291
"asleep",16,14,174291
"analysis",16,15,174291
"economically",16,16,174291
"assumed",16,16,174291
"complaining",16,16,174291
"desire",16,16,174291
"porch",16,16,174291
"hurts",16,15,174291
"soda",16,16,174291
"peter",16,16,174291
"correctly",16,14,174291
"galveston",16,15,174291
"b's",16,1,174291
"accidents",16,15,174291
"morals",16,14,174291
"cafe",16,13,174291
"tuned",16,16,174291
"ninth",16,16,174291
"talent",16,13,174291
"depressing",16,15,174291
"album",16,15,174291
"bay",16,15,174291
"pitching",16,15,174291
"tradition",16,15,174291
"upstairs",16,15,174291
"arguments",16,14,174291
"outdoors",17,17,174291
"attitudes",17,17,174291
"shown",17,16,174291
"heavily",17,17,174291
"dip",17,16,174291
"participated",17,15,174291
"seventh",17,17,174291
"belts",17,16,174291
"rained",17,17,174291
"david",17,16,174291
"er",17,16,174291
"content",17,17,174291
"placed",17,15,174291
"worrying",17,17,174291
"measure",17,17,174291
"blank",17,15,174291
"chop",17,17,174291
"impression",17,16,174291
"strike",17,17,174291
"fewer",17,14,174291
"providing",17,17,174291
"workout",17,17,174291
"pasta",17,15,174291
"twenties",17,17,174291
"suddenly",17,17,174291
"mature",17,17,174291
"responsibilities",17,17,174291
"roots",17,17,174291
"studies",17,17,174291
"accent",17,17,174291
"concentrate",17,17,174291
"playoffs",17,16,174291
"acres",17,14,174291
"title",17,15,174291
"bonus",17,17,174291
"year's",17,17,174291
"funded",17,16,174291
"ultimately",17,16,174291
"moral",17,16,174291
"honor",17,17,174291
"brooks",17,17,174291
"mavericks",17,17,174291
"honey",17,14,174291
"owe",17,15,174291
"deductions",17,17,174291
"perform",17,17,174291
"oakland",17,15,174291
"judgment",17,16,174291
"tail",17,17,174291
"assistance",17,17,174291
"lasagna",17,17,174291
"suggested",17,17,174291
"poverty",17,17,174291
"hussein",17,16,174291
"company's",17,16,174291
"ugly",17,17,174291
"sake",17,17,174291
"buick",17,17,174291
"famous",17,17,174291
"offering",17,13,174291
"tear",17,16,174291
"lottery",17,16,174291
"load",17,17,174291
"pitch",17,16,174291
"electrical",17,16,174291
"included",17,15,174291
"unique",17,14,174291
"loud",17,17,174291
"stolen",17,16,174291
"golfer",17,16,174291
"attorneys",17,14,174291
"welcome",17,16,174291
"ozone",17,17,174291
"chair",17,14,174291
"trailer",17,17,174291
"steel",17,17,174291
"vegetarian",17,17,174291
"ship",17,17,174291
"nervous",17,16,174291
"settle",17,16,174291
"midwest",17,17,174291
"arizona",17,16,174291
"divorce",17,17,174291
"primary",17,14,174291
"forces",17,17,174291
"switchboard",17,16,174291
"internal",17,17,174291
"cleaned",17,17,174291
"agreement",17,17,174291
"selection",17,16,174291
"turtles",17,17,174291
"tons",17,16,174291
"toys",17,14,174291
"jails",17,17,174291
"survey",17,17,174291
"depressed",17,16,174291
"consulting",17,17,174291
"struggle",17,16,174291
"grows",17,15,174291
"additional",17,15,174291
"mazda",17,16,174291
"birds",17,15,174291
"commitment",17,15,174291
"traded",17,16,174291
"greater",17,17,174291
"ban",17,16,174291
"transferred",17,17,174291
"encouraged",17,17,174291
"dozen",17,15,174291
"pine",18,16,174291
"languages",18,18,174291
"marketing",18,16,174291
"lifting",18,18,174291
"addison",18,17,174291
"choosing",18,18,174291
"daycare",18,17,174291
"stir",18,18,174291
"temporary",18,17,174291
"cent",18,16,174291
"wealthy",18,18,174291
"urban",18,18,174291
"annoying",18,18,174291
"communication",18,14,174291
"dream",18,18,174291
"waco",18,18,174291
"wake",18,18,174291
"kennedy",18,15,174291
"beating",18,16,174291
"lesson",18,18,174291
"squash",18,17,174291
"interior",18,17,174291
"bend",18,18,174291
"rush",18,16,174291
"spaghetti",18,16,174291
"lean",18,18,174291
"legs",18,16,174291
"pilot",18,18,174291
"walks",18,18,174291
"comparison",18,17,174291
"surely",18,16,174291
"ryan",18,16,174291
"spelling",18,9,174291
"invaded",18,16,174291
"mentally",18,17,174291
"communications",18,17,174291
"personality",18,18,174291
"details",18,18,174291
"flavor",18,18,174291
"connection",18,18,174291
"lift",18,18,174291
"magic",18,18,174291
"medium",18,18,174291
"darned",18,17,174291
"selected",18,18,174291
"occur",18,17,174291
"illinois",18,18,174291
"collecting",18,16,174291
"thumb",18,17,174291
"score",18,16,174291
"officer",18,18,174291
"giants",18,16,174291
"freon",18,17,174291
"patients",18,16,174291
"scratch",18,18,174291
"wasting",18,17,174291
"stealing",18,16,174291
"camper",18,18,174291
"winning",18,17,174291
"vet",18,18,174291
"symphony",18,18,174291
"peppers",18,17,174291
"enemy",18,16,174291
"penalties",18,17,174291
"jurors",18,14,174291
"fields",18,17,174291
"something's",18,18,174291
"interview",18,18,174291
"rare",18,17,174291
"seed",18,16,174291
"nebraska",18,18,174291
"remarkable",18,17,174291
"depth",18,18,174291
"youth",18,17,174291
"crawfish",18,17,174291
"emphasis",18,18,174291
"abused",18,17,174291
"bulbs",18,17,174291
"grief",18,18,174291
"shell",18,17,174291
"mister",18,17,174291
"customer",18,16,174291
"offered",18,18,174291
"headlines",18,18,174291
"mine's",18,18,174291
"sits",18,16,174291
"informed",18,18,174291
"plain",18,17,174291
"directions",18,17,174291
"granted",18,16,174291
"evenings",18,18,174291
"slip",18,16,174291
"rise",18,17,174291
"pollutants",18,18,174291
"aerobic",18,18,174291
"storms",18,15,174291
"exist",18,18,174291
"skunk",18,18,174291
"began",18,17,174291
"answers",18,13,174291
"soup",18,17,174291
"enjoyment",18,17,174291
"mississippi",18,17,174291
"bitty",18,18,174291
"nissan",18,18,174291
"joined",18,18,174291
"handled",18,18,174291
"scares",18,18,174291
"empty",19,19,174291
"cop",19,18,174291
"cry",19,19,174291
"accused",19,18,174291
"bright",19,18,174291
"don",19,8,174291
"era",19,18,174291
"below",19,18,174291
"rolls",19,17,174291
"lowest",19,18,174291
"differences",19,19,174291
"candidate",19,18,174291
"ca",19,8,174291
"ed",19,16,174291
"seattle",19,18,174291
"phase",19,18,174291
"factors",19,19,174291
"discussion",19,19,174291
"goods",19,19,174291
"wars",19,17,174291
"wagon",19,19,174291
"shocked",19,19,174291
"silver",19,18,174291
"acre",19,16,174291
"dressing",19,17,174291
"guard",19,18,174291
"figures",19,17,174291
"teeth",19,18,174291
"weed",19,16,174291
"thanksgiving",19,19,174291
"employed",19,18,174291
"nuclear",19,17,174291
"sweaters",19,18,174291
"bless",19,16,174291
"association",19,19,174291
"reliable",19,19,174291
"assistant",19,19,174291
"sweat",19,19,174291
"mustang",19,18,174291
"clarion",19,17,174291
"coal",19,19,174291
"indoor",19,19,174291
"committing",19,18,174291
"arkansas",19,19,174291
"socially",19,19,174291
"pride",19,19,174291
"finger",19,19,174291
"performance",19,19,174291
"rolling",19,18,174291
"jumping",19,19,174291
"accurate",19,17,174291
"messed",19,18,174291
"money's",19,19,174291
"sea",19,18,174291
"hall",19,17,174291
"priority",19,19,174291
"requires",19,19,174291
"anti",19,16,174291
"drinking",19,18,174291
"entertain",19,19,174291
"waited",19,19,174291
"agent",19,19,174291
"loss",19,18,174291
"shall",19,14,174291
"cousin",19,19,174291
"brake",19,17,174291
"concrete",19,16,174291
"daddy",19,13,174291
"mobile",19,19,174291
"focus",19,19,174291
"advertising",19,17,174291
"efficient",19,18,174291
"clock",19,18,174291
"wallpaper",19,19,174291
"leaders",19,18,174291
"nowhere",19,17,174291
"hated",19,19,174291
"traveled",19,18,174291
"pack",19,19,174291
"cucumbers",19,18,174291
"crack",19,19,174291
"fees",19,18,174291
"bureaucracy",19,19,174291
"ladies",19,19,174291
"weigh",19,19,174291
"robin",19,19,174291
"girlfriend",19,19,174291
"soft",19,19,174291
"wedding",19,18,174291
"emotional",19,19,174291
"beneficial",19,19,174291
"husbands",19,19,174291
"file",19,19,174291
"writer",19,19,174291
"cultural",19,18,174291
"doctor's",19,19,174291
"angry",19,19,174291
"drain",19,19,174291
"finances",19,18,174291
"bob",19,17,174291
"jogging",19,19,174291
"mcdonald's",19,17,174291
"generate",19,19,174291
"gold",20,20,174291
"voters",20,18,174291
"specifically",20,20,174291
"critical",20,20,174291
"treatment",20,20,174291
"landfill",20,19,174291
"neck",20,19,174291
"horror",20,20,174291
"grab",20,19,174291
"child's",20,19,174291
"opportunities",20,20,174291
"limits",20,19,174291
"dried",20,15,174291
"consistent",20,19,174291
"topics",20,19,174291
"jumped",20,19,174291
"olds",20,18,174291
"controls",20,20,174291
"couples",20,18,174291
"universal",20,17,174291
"chrysler",20,20,174291
"largest",20,18,174291
"sixth",20,19,174291
"tires",20,19,174291
"tournament",20,19,174291
"worthwhile",20,19,174291
"spots",20,19,174291
"lambs",20,20,174291
"dodge",20,20,174291
"mill",20,19,174291
"relative",20,18,174291
"bite",20,20,174291
"printer",20,20,174291
"eliminate",20,18,174291
"sherman",20,19,174291
"drag",20,18,174291
"roses",20,19,174291
"reunions",20,18,174291
"wire",20,19,174291
"instrument",20,18,174291
"slowly",20,20,174291
"uncomfortable",20,20,174291
"funds",20,20,174291
"strictly",20,20,174291
"charging",20,20,174291
"gifts",20,19,174291
"therefore",20,19,174291
"oven",20,18,174291
"priced",20,20,174291
"sue",20,15,174291
"serving",20,17,174291
"guide",20,19,174291
"attack",20,19,174291
"surprising",20,20,174291
"friendly",20,19,174291
"instructor",20,17,174291
"occasion",20,17,174291
"controlled",20,18,174291
"increasing",20,16,174291
"mortgage",20,19,174291
"supervisor",20,17,174291
"chocolate",20,18,174291
"laughed",20,20,174291
"located",20,20,174291
"purposes",20,18,174291
"affected",20,20,174291
"chain",20,18,174291
"nineties",20,19,174291
"recession",20,19,174291
"penny",20,20,174291
"mowing",20,19,174291
"plate",20,19,174291
"characters",20,19,174291
"neighborhoods",20,19,174291
"legitimate",20,18,174291
"lewisville",20,17,174291
"flying",20,18,174291
"discover",20,20,174291
"politically",20,19,174291
"behavior",20,19,174291
"potato",20,19,174291
"pages",20,18,174291
"positions",20,20,174291
"user",20,20,174291
"determine",20,20,174291
"woman's",20,19,174291
"driver's",20,19,174291
"professionals",20,19,174291
"ads",20,19,174291
"cultures",20,19,174291
"improved",20,17,174291
"shots",21,20,174291
"shore",21,21,174291
"forgotten",21,20,174291
"tries",21,19,174291
"taxed",21,21,174291
"diet",21,20,174291
"blowing",21,20,174291
"covers",21,21,174291
"wage",21,20,174291
"gym",21,21,174291
"ham",21,20,174291
"kansas",21,20,174291
"bear",21,19,174291
"dresses",21,20,174291
"post",21,21,174291
"slacks",21,21,174291
"pour",21,21,174291
"construction",21,20,174291
"frequently",21,19,174291
"jim",21,20,174291
"eaten",21,20,174291
"accepted",21,21,174291
"produce",21,19,174291
"jack",21,21,174291
"rochester",21,18,174291
"understood",21,21,174291
"criteria",21,20,174291
"reagan",21,21,174291
"consideration",21,20,174291
"onions",21,20,174291
"reality",21,20,174291
"novels",21,21,174291
"appeals",21,19,174291
"spray",21,20,174291
"buddy",21,19,174291
"minority",21,21,174291
"tendency",21,19,174291
"dust",21,21,174291
"mouth",21,19,174291
"tin",21,18,174291
"electronics",21,19,174291
"hotel",21,20,174291
"final",21,18,174291
"indian",21,21,174291
"farther",21,19,174291
"sugar",21,20,174291
"skirt",21,21,174291
"proud",21,21,174291
"whatsoever",21,21,174291
"weekly",21,21,174291
"sets",21,21,174291
"pocket",21,21,174291
"subjects",21,21,174291
"steal",21,21,174291
"winds",21,21,174291
"entertaining",21,20,174291
"tastes",21,20,174291
"everyone's",21,21,174291
"blocks",21,20,174291
"industrial",21,21,174291
"cares",21,20,174291
"economics",21,20,174291
"lists",21,20,174291
"catching",21,21,174291
"territory",21,21,174291
"johnson",21,21,174291
"dance",21,20,174291
"region",21,19,174291
"september",21,20,174291
"sears",21,21,174291
"conflict",21,21,174291
"eggs",21,21,174291
"cast",21,20,174291
"zero",21,20,174291
"flag",21,20,174291
"chances",21,21,174291
"shock",22,17,174291
"apply",22,22,174291
"silence",22,22,174291
"trumpet",22,22,174291
"button",22,22,174291
"hunt",22,22,174291
"butter",22,18,174291
"bu",22,12,174291
"sd",22,19,174291
"cartoons",22,20,174291
"wa",22,12,174291
"lack",22,21,174291
"discussed",22,20,174291
"jewish",22,21,174291
"mercedes",22,20,174291
"difficulty",22,19,174291
"adds",22,21,174291
"scene",22,20,174291
"drivers",22,18,174291
"wound",22,22,174291
"mastercard",22,22,174291
"dorm",22,21,174291
"ideal",22,22,174291
"louis",22,21,174291
"received",22,22,174291
"manufacturing",22,22,174291
"reporting",22,20,174291
"protected",22,22,174291
"candidates",22,21,174291
"warehouse",22,18,174291
"answering",22,20,174291
"bottle",22,22,174291
"task",22,22,174291
"democracy",22,21,174291
"offices",22,20,174291
"typically",22,22,174291
"operate",22,20,174291
"horse",22,21,174291
"managed",22,21,174291
"prescription",22,22,174291
"formal",22,20,174291
"workers",22,20,174291
"guarantee",22,18,174291
"sounded",22,18,174291
"knit",22,21,174291
"that'd",22,18,174291
"argue",22,22,174291
"approach",22,20,174291
"army",22,22,174291
"governor",22,22,174291
